NAZEV;Pb;Zn
frydek_mistek;3,072693315;3,238678452
frydek_mistek;3,277144733;3,242592351
frydek_mistek;3,054001182;3,242592351
frydek_mistek;3,335769576;3,242592351
frydek_mistek;3,349904087;3,242592351
frydek_mistek;3,61361697;3,246490992
frydek_mistek;3,42751469;3,246490992
frydek_mistek;3,250374492;3,250374492
frydek_mistek;3,583518938;3,250374492
frydek_mistek;3,943521672;3,250374492
frydek_mistek;3,08190997;3,258096538
frydek_mistek;3,555348061;3,261935314
frydek_mistek;3,17805383;3,261935314
frydek_mistek;3,433987204;3,265759411
frydek_mistek;3,645449896;3,269568939
frydek_mistek;3,39785848;3,269568939
frydek_mistek;3,068052935;3,27336401
frydek_mistek;3,226843995;3,27336401
frydek_mistek;3,597312261;3,277144733
frydek_mistek;3,36729583;3,277144733
frydek_mistek;3,583518938;3,277144733
frydek_mistek;3,277144733;3,284663565
frydek_mistek;3,465735903;3,295836866
frydek_mistek;3,487375078;3,295836866
frydek_mistek;3,610917913;3,299533728
frydek_mistek;3,725693427;3,299533728
frydek_mistek;3,747148362;3,299533728
frydek_mistek;3,602776755;3,299533728
frydek_mistek;3,671224519;3,299533728
frydek_mistek;3,222867846;3,299533728
frydek_mistek;3,039749159;3,306886702
frydek_mistek;3,797733859;3,310543013
frydek_mistek;3,56671182;3,310543013
frydek_mistek;3,742420221;3,310543013
frydek_mistek;3,624340933;3,317815773
frydek_mistek;3,935739532;3,317815773
frydek_mistek;3,242592351;3,317815773
frydek_mistek;3,370738174;3,317815773
frydek_mistek;3,608211551;3,328626689
frydek_mistek;3,292126287;3,346389145
frydek_mistek;3,761200116;3,349904087
frydek_mistek;3,703768067;3,353406718
frydek_mistek;3,742420221;3,356897123
frydek_mistek;3,663561646;3,356897123
frydek_mistek;3,360375387;3,356897123
frydek_mistek;3,238678452;3,356897123
frydek_mistek;3,802208139;3,356897123
frydek_mistek;3,927896355;3,360375387
frydek_mistek;3,908014984;3,363841595
frydek_mistek;3,157000421;3,363841595
frydek_mistek;3,152736022;3,363841595
frydek_mistek;3,742420221;3,384390263
frydek_mistek;3,363841595;3,384390263
frydek_mistek;3,552486829;3,387774361
frydek_mistek;3,569532696;3,394508394
frydek_mistek;3,6558396;3,394508394
frydek_mistek;3,718438256;3,394508394
frydek_mistek;3,663561646;3,394508394
frydek_mistek;3,580737295;3,404525172
frydek_mistek;4,079230924;3,407841924
frydek_mistek;4,079230924;3,407841924
frydek_mistek;3,261935314;3,407841924
frydek_mistek;3,698829785;3,414442608
frydek_mistek;3,711130063;3,433987204
frydek_mistek;3,737669618;3,433987204
frydek_mistek;3,226843995;3,433987204
frydek_mistek;3,08190997;3,433987204
frydek_mistek;3,280911216;3,433987204
frydek_mistek;3,621670704;3,437207819
frydek_mistek;3,848017675;3,437207819
frydek_mistek;3,850147602;3,437207819
frydek_mistek;3,756538103;3,440418095
frydek_mistek;3,841600541;3,440418095
frydek_mistek;3,862832761;3,45946629
frydek_mistek;3,284663565;3,45946629
frydek_mistek;3,875359021;3,46260601
frydek_mistek;3,660994251;3,47506723
frydek_mistek;3,481240089;3,47506723
frydek_mistek;3,131136911;3,47506723
frydek_mistek;3,737669618;3,484312288
frydek_mistek;3,250374492;3,493472658
frydek_mistek;4,191168747;3,496507561
frydek_mistek;3,826465117;3,505557397
frydek_mistek;3,943521672;3,5085559
frydek_mistek;3,095577609;3,517497837
frydek_mistek;3,975936331;3,520460802
frydek_mistek;3,206803244;3,532225644
frydek_mistek;3,933784497;3,535145354
frydek_mistek;3,80666249;3,538056564
frydek_mistek;3,860729711;3,538056564
frydek_mistek;3,280911216;3,540959324
frydek_mistek;3,645449896;3,546739687
frydek_mistek;3,039749159;3,549617387
frydek_mistek;3,795489189;3,552486829
frydek_mistek;3,784189634;3,55820113
frydek_mistek;3,802208139;3,55820113
frydek_mistek;3,893859035;3,569532696
frydek_mistek;3,206803244;3,577947893
frydek_mistek;3,411147713;3,577947893
frydek_mistek;3,845883203;3,591817741
frydek_mistek;4,041295341;3,602776755
frydek_mistek;3,912023005;3,602776755
frydek_mistek;3,951243719;3,629660094
frydek_mistek;4,021773869;3,632309103
frydek_mistek;3,826465117;3,632309103
frydek_mistek;3,303216973;3,632309103
frydek_mistek;3,883623531;3,63758616
frydek_mistek;3,698829785;3,6558396
frydek_mistek;2,653241965;3,663561646
frydek_mistek;3,914021008;3,666122467
frydek_mistek;3,246490992;3,681351188
frydek_mistek;2,949688335;3,701301974
frydek_mistek;4,041295341;3,708682081
frydek_mistek;3,552486829;3,725693427
frydek_mistek;3,808882247;3,725693427
frydek_mistek;4,085976313;3,725693427
frydek_mistek;3,883623531;3,725693427
frydek_mistek;3,804437795;3,763522997
frydek_mistek;3,591817741;3,772760938
frydek_mistek;4,130355;3,779633817
frydek_mistek;3,36729583;3,790984677
frydek_mistek;4,122283931;3,808882247
frydek_mistek;3,449987546;3,813307032
frydek_mistek;4,018183201;3,813307032
frydek_mistek;3,632309103;3,815512105
frydek_mistek;4,456670178;3,822098298
frydek_mistek;4,322807275;3,83081295
frydek_mistek;3,08190997;3,862832761
frydek_mistek;4,497584975;3,897924081
frydek_mistek;3,856510295;3,935739532
frydek_mistek;3,793239469;3,981549068
frydek_mistek;4,436751534;4,007333185
frydek_mistek;3,569532696;4,021773869
frydek_mistek;4,119037175;4,021773869
frydek_mistek;3,478158423;4,080921542
frydek_mistek;3,972176928;4,117409835
frydek_mistek;3,804437795;4,122283931
frydek_mistek;4,496470769;4,241326753
frydek_mistek;3,797733859;4,258445573
frydek_mistek;4,339901708;4,371976299
frydek_mistek;4,741447804;4,416428061
frydek_mistek;5,138148614;4,598145571
havlickuv_brod;3,284663565;2,079441542
havlickuv_brod;2,701361213;2,302585093
havlickuv_brod;2,549445171;2,302585093
havlickuv_brod;2,079441542;2,302585093
havlickuv_brod;3,27336401;2,32238772
havlickuv_brod;2,32238772;2,397895273
havlickuv_brod;1,774952351;2,397895273
havlickuv_brod;2,48490665;2,397895273
havlickuv_brod;2,351375257;2,397895273
havlickuv_brod;2,541601993;2,397895273
havlickuv_brod;3,04927304;2,397895273
havlickuv_brod;2,721295428;2,397895273
havlickuv_brod;2,595254707;2,397895273
havlickuv_brod;3,218875825;2,424802726
havlickuv_brod;2,493205453;2,48490665
havlickuv_brod;2,701361213;2,48490665
havlickuv_brod;2,424802726;2,48490665
havlickuv_brod;3,126760536;2,48490665
havlickuv_brod;2,424802726;2,48490665
havlickuv_brod;2,397895273;2,48490665
havlickuv_brod;3,152736022;2,48490665
havlickuv_brod;2,803360381;2,48490665
havlickuv_brod;2,602689685;2,48490665
havlickuv_brod;2,312535424;2,48490665
havlickuv_brod;2,708050201;2,48490665
havlickuv_brod;2,839078464;2,48490665
havlickuv_brod;2,312535424;2,48490665
havlickuv_brod;2,58021683;2,493205453
havlickuv_brod;2,288486169;2,517696473
havlickuv_brod;2,288486169;2,517696473
havlickuv_brod;3,226843995;2,557227311
havlickuv_brod;3,226843995;2,557227311
havlickuv_brod;2,681021529;2,564949357
havlickuv_brod;2,674148649;2,564949357
havlickuv_brod;2,240709689;2,564949357
havlickuv_brod;3,077312261;2,564949357
havlickuv_brod;2,850706502;2,564949357
havlickuv_brod;2,674148649;2,564949357
havlickuv_brod;2,501435952;2,564949357
havlickuv_brod;2,549445171;2,564949357
havlickuv_brod;3,0301337;2,564949357
havlickuv_brod;2,995732274;2,564949357
havlickuv_brod;2,459588842;2,564949357
havlickuv_brod;3,122364924;2,564949357
havlickuv_brod;2,753660712;2,564949357
havlickuv_brod;4,384523515;2,564949357
havlickuv_brod;2,653241965;2,587764035
havlickuv_brod;2,653241965;2,587764035
havlickuv_brod;3,104586678;2,602689685
havlickuv_brod;3,104586678;2,602689685
havlickuv_brod;2,694627181;2,610069793
havlickuv_brod;2,587764035;2,610069793
havlickuv_brod;3,139832618;2,610069793
havlickuv_brod;2,646174797;2,63905733
havlickuv_brod;2,451005098;2,63905733
havlickuv_brod;2,379546134;2,63905733
havlickuv_brod;3,218875825;2,63905733
havlickuv_brod;2,48490665;2,63905733
havlickuv_brod;2,509599262;2,63905733
havlickuv_brod;2,970414466;2,63905733
havlickuv_brod;3,054001182;2,63905733
havlickuv_brod;2,163323026;2,63905733
havlickuv_brod;2,442347035;2,63905733
havlickuv_brod;2,468099531;2,63905733
havlickuv_brod;3,08190997;2,63905733
havlickuv_brod;2,163323026;2,63905733
havlickuv_brod;2,912350665;2,63905733
havlickuv_brod;2,468099531;2,63905733
havlickuv_brod;2,451005098;2,63905733
havlickuv_brod;2,433613355;2,63905733
havlickuv_brod;2,646174797;2,63905733
havlickuv_brod;2,660259537;2,63905733
havlickuv_brod;3,198673118;2,646174797
havlickuv_brod;2,602689685;2,660259537
havlickuv_brod;2,602689685;2,660259537
havlickuv_brod;2,815408719;2,667228207
havlickuv_brod;3,109060959;2,674148649
havlickuv_brod;3,242592351;2,674148649
havlickuv_brod;3,005682604;2,681021529
havlickuv_brod;2,681021529;2,687847494
havlickuv_brod;2,388762789;2,701361213
havlickuv_brod;2,844909384;2,701361213
havlickuv_brod;2,844909384;2,701361213
havlickuv_brod;3,144152279;2,701361213
havlickuv_brod;2,208274414;2,708050201
havlickuv_brod;2,501435952;2,708050201
havlickuv_brod;2,660259537;2,708050201
havlickuv_brod;2,501435952;2,708050201
havlickuv_brod;2,2300144;2,708050201
havlickuv_brod;2,63905733;2,708050201
havlickuv_brod;2,747270914;2,708050201
havlickuv_brod;2,714694744;2,708050201
havlickuv_brod;2,740840024;2,708050201
havlickuv_brod;2,867898902;2,708050201
havlickuv_brod;2,791165108;2,708050201
havlickuv_brod;2,821378886;2,708050201
havlickuv_brod;2,312535424;2,708050201
havlickuv_brod;2,815408719;2,708050201
havlickuv_brod;2,694627181;2,708050201
havlickuv_brod;2,791165108;2,708050201
havlickuv_brod;2,282382386;2,708050201
havlickuv_brod;3,025291076;2,708050201
havlickuv_brod;2,501435952;2,708050201
havlickuv_brod;2,58021683;2,708050201
havlickuv_brod;2,844909384;2,708050201
havlickuv_brod;2,388762789;2,708050201
havlickuv_brod;2,587764035;2,708050201
havlickuv_brod;2,708050201;2,708050201
havlickuv_brod;2,681021529;2,708050201
havlickuv_brod;2,809402695;2,708050201
havlickuv_brod;2,517696473;2,708050201
havlickuv_brod;2,721295428;2,708050201
havlickuv_brod;2,424802726;2,708050201
havlickuv_brod;3,230804396;2,708050201
havlickuv_brod;3,33220451;2,708050201
havlickuv_brod;3,005682604;2,714694744
havlickuv_brod;2,20386912;2,734367509
havlickuv_brod;2,20386912;2,734367509
havlickuv_brod;2,785011242;2,740840024
havlickuv_brod;3,18221184;2,740840024
havlickuv_brod;3,56671182;2,740840024
havlickuv_brod;2,360854001;2,753660712
havlickuv_brod;2,302585093;2,753660712
havlickuv_brod;3,000719815;2,753660712
havlickuv_brod;3,117949906;2,76000994
havlickuv_brod;3,117949906;2,76000994
havlickuv_brod;3,104586678;2,76000994
havlickuv_brod;3,104586678;2,76000994
havlickuv_brod;2,433613355;2,772588722
havlickuv_brod;2,332143895;2,772588722
havlickuv_brod;2,660259537;2,772588722
havlickuv_brod;3,086486637;2,772588722
havlickuv_brod;2,541601993;2,772588722
havlickuv_brod;2,850706502;2,772588722
havlickuv_brod;2,747270914;2,772588722
havlickuv_brod;2,980618636;2,772588722
havlickuv_brod;3,000719815;2,772588722
havlickuv_brod;2,985681938;2,772588722
havlickuv_brod;3,18221184;2,772588722
havlickuv_brod;2,415913778;2,772588722
havlickuv_brod;2,721295428;2,772588722
havlickuv_brod;2,433613355;2,772588722
havlickuv_brod;2,163323026;2,772588722
havlickuv_brod;2,803360381;2,772588722
havlickuv_brod;2,803360381;2,772588722
havlickuv_brod;3,095577609;2,772588722
havlickuv_brod;3,095577609;2,772588722
havlickuv_brod;2,753660712;2,772588722
havlickuv_brod;2,624668592;2,772588722
havlickuv_brod;2,646174797;2,772588722
havlickuv_brod;2,341805806;2,772588722
havlickuv_brod;3,139832618;2,772588722
havlickuv_brod;2,753660712;2,772588722
havlickuv_brod;2,091864062;2,772588722
havlickuv_brod;2,734367509;2,772588722
havlickuv_brod;3,010620886;2,772588722
havlickuv_brod;2,517696473;2,772588722
havlickuv_brod;3,280911216;2,778819272
havlickuv_brod;3,280911216;2,778819272
havlickuv_brod;3,109060959;2,785011242
havlickuv_brod;3,109060959;2,785011242
havlickuv_brod;2,772588722;2,803360381
havlickuv_brod;3,342861805;2,809402695
havlickuv_brod;3,152736022;2,809402695
havlickuv_brod;2,827313622;2,815408719
havlickuv_brod;2,827313622;2,815408719
havlickuv_brod;2,701361213;2,821378886
havlickuv_brod;2,701361213;2,821378886
havlickuv_brod;2,312535424;2,827313622
havlickuv_brod;2,602689685;2,833213344
havlickuv_brod;2,778819272;2,833213344
havlickuv_brod;2,778819272;2,833213344
havlickuv_brod;2,687847494;2,833213344
havlickuv_brod;3,144152279;2,833213344
havlickuv_brod;2,727852828;2,833213344
havlickuv_brod;2,912350665;2,833213344
havlickuv_brod;2,879198457;2,833213344
havlickuv_brod;2,517696473;2,833213344
havlickuv_brod;3,010620886;2,833213344
havlickuv_brod;3,010620886;2,833213344
havlickuv_brod;2,850706502;2,833213344
havlickuv_brod;2,850706502;2,833213344
havlickuv_brod;3,117949906;2,833213344
havlickuv_brod;2,753660712;2,833213344
havlickuv_brod;3,117949906;2,833213344
havlickuv_brod;2,282382386;2,833213344
havlickuv_brod;2,341805806;2,833213344
havlickuv_brod;2,995732274;2,833213344
havlickuv_brod;2,624668592;2,833213344
havlickuv_brod;3,077312261;2,833213344
havlickuv_brod;2,57261223;2,833213344
havlickuv_brod;3,384390263;2,833213344
havlickuv_brod;2,809402695;2,833213344
havlickuv_brod;2,041220329;2,833213344
havlickuv_brod;2,827313622;2,833213344
havlickuv_brod;3,569532696;2,833213344
havlickuv_brod;2,128231706;2,833213344
havlickuv_brod;3,226843995;2,833213344
havlickuv_brod;2,587764035;2,833213344
havlickuv_brod;2,564949357;2,833213344
havlickuv_brod;2,332143895;2,833213344
havlickuv_brod;2,379546134;2,833213344
havlickuv_brod;2,351375257;2,833213344
havlickuv_brod;2,653241965;2,833213344
havlickuv_brod;2,351375257;2,833213344
havlickuv_brod;2,753660712;2,839078464
havlickuv_brod;2,753660712;2,839078464
havlickuv_brod;2,856470206;2,844909384
havlickuv_brod;2,862200881;2,844909384
havlickuv_brod;2,862200881;2,844909384
havlickuv_brod;3,015534901;2,850706502
havlickuv_brod;3,152736022;2,856470206
havlickuv_brod;2,288486169;2,867898902
havlickuv_brod;3,33220451;2,87356464
havlickuv_brod;2,895911938;2,87356464
havlickuv_brod;2,895911938;2,87356464
havlickuv_brod;2,564949357;2,879198457
havlickuv_brod;2,564949357;2,879198457
havlickuv_brod;2,90690106;2,879198457
havlickuv_brod;2,867898902;2,879198457
havlickuv_brod;2,809402695;2,884800713
havlickuv_brod;2,360854001;2,890371758
havlickuv_brod;3,250374492;2,890371758
havlickuv_brod;2,533696814;2,890371758
havlickuv_brod;2,694627181;2,890371758
havlickuv_brod;2,985681938;2,890371758
havlickuv_brod;3,206803244;2,890371758
havlickuv_brod;2,32238772;2,890371758
havlickuv_brod;3,113515309;2,890371758
havlickuv_brod;2,844909384;2,890371758
havlickuv_brod;3,453157121;2,890371758
havlickuv_brod;2,533696814;2,890371758
havlickuv_brod;2,844909384;2,890371758
havlickuv_brod;3,034952987;2,890371758
havlickuv_brod;2,493205453;2,890371758
havlickuv_brod;2,901421594;2,890371758
havlickuv_brod;2,459588842;2,890371758
havlickuv_brod;2,747270914;2,890371758
havlickuv_brod;3,054001182;2,890371758
havlickuv_brod;3,054001182;2,890371758
havlickuv_brod;2,809402695;2,890371758
havlickuv_brod;3,005682604;2,890371758
havlickuv_brod;2,995732274;2,890371758
havlickuv_brod;3,487375078;2,890371758
havlickuv_brod;2,341805806;2,890371758
havlickuv_brod;3,148453361;2,890371758
havlickuv_brod;3,206803244;2,890371758
havlickuv_brod;2,785011242;2,890371758
havlickuv_brod;2,747270914;2,890371758
havlickuv_brod;2,351375257;2,890371758
havlickuv_brod;2,809402695;2,890371758
havlickuv_brod;2,128231706;2,890371758
havlickuv_brod;3,254242969;2,890371758
havlickuv_brod;3,122364924;2,890371758
havlickuv_brod;2,833213344;2,890371758
havlickuv_brod;2,360854001;2,890371758
havlickuv_brod;2,624668592;2,890371758
havlickuv_brod;2,163323026;2,890371758
havlickuv_brod;2,517696473;2,890371758
havlickuv_brod;2,251291799;2,890371758
havlickuv_brod;2,48490665;2,890371758
havlickuv_brod;3,04927304;2,890371758
havlickuv_brod;2,753660712;2,890371758
havlickuv_brod;2,433613355;2,890371758
havlickuv_brod;3,339321978;2,890371758
havlickuv_brod;2,674148649;2,890371758
havlickuv_brod;2,617395833;2,895911938
havlickuv_brod;3,039749159;2,90690106
havlickuv_brod;2,928523524;2,90690106
havlickuv_brod;2,928523524;2,90690106
havlickuv_brod;2,797281335;2,912350665
havlickuv_brod;2,797281335;2,912350665
havlickuv_brod;3,000719815;2,912350665
havlickuv_brod;2,985681938;2,923161581
havlickuv_brod;2,985681938;2,923161581
havlickuv_brod;3,198673118;2,923161581
havlickuv_brod;3,095577609;2,93385687
havlickuv_brod;3,095577609;2,93385687
havlickuv_brod;3,058707073;2,93385687
havlickuv_brod;3,058707073;2,93385687
havlickuv_brod;2,844909384;2,93385687
havlickuv_brod;2,844909384;2,93385687
havlickuv_brod;2,890371758;2,93385687
havlickuv_brod;3,214867803;2,939161922
havlickuv_brod;2,867898902;2,939161922
havlickuv_brod;2,2300144;2,944438979
havlickuv_brod;3,532225644;2,944438979
havlickuv_brod;2,766319109;2,944438979
havlickuv_brod;2,610069793;2,944438979
havlickuv_brod;3,063390922;2,944438979
havlickuv_brod;3,325036021;2,944438979
havlickuv_brod;2,509599262;2,944438979
havlickuv_brod;2,602689685;2,944438979
havlickuv_brod;3,0301337;2,944438979
havlickuv_brod;3,238678452;2,944438979
havlickuv_brod;2,694627181;2,944438979
havlickuv_brod;3,058707073;2,944438979
havlickuv_brod;3,086486637;2,944438979
havlickuv_brod;3,104586678;2,944438979
havlickuv_brod;3,063390922;2,944438979
havlickuv_brod;3,063390922;2,944438979
havlickuv_brod;2,624668592;2,944438979
havlickuv_brod;2,459588842;2,944438979
havlickuv_brod;2,208274414;2,944438979
havlickuv_brod;2,564949357;2,944438979
havlickuv_brod;3,198673118;2,944438979
havlickuv_brod;3,869115504;2,944438979
havlickuv_brod;2,360854001;2,944438979
havlickuv_brod;3,04927304;2,944438979
havlickuv_brod;2,292534757;2,944438979
havlickuv_brod;2,587764035;2,944438979
havlickuv_brod;2,240709689;2,944438979
havlickuv_brod;2,116255515;2,944438979
havlickuv_brod;2,93385687;2,944438979
havlickuv_brod;3,583518938;2,944438979
havlickuv_brod;2,617395833;2,949688335
havlickuv_brod;3,5085559;2,949688335
havlickuv_brod;2,944438979;2,954910279
havlickuv_brod;2,944438979;2,954910279
havlickuv_brod;2,890371758;2,954910279
havlickuv_brod;2,890371758;2,954910279
havlickuv_brod;3,034952987;2,954910279
havlickuv_brod;2,923161581;2,960105096
havlickuv_brod;3,342861805;2,960105096
havlickuv_brod;3,502549876;2,960105096
havlickuv_brod;2,766319109;2,965273066
havlickuv_brod;2,766319109;2,965273066
havlickuv_brod;2,839078464;2,965273066
havlickuv_brod;3,113515309;2,965273066
havlickuv_brod;3,261935314;2,965273066
havlickuv_brod;3,47506723;2,970414466
havlickuv_brod;2,839078464;2,970414466
havlickuv_brod;2,839078464;2,970414466
havlickuv_brod;3,269568939;2,970414466
havlickuv_brod;2,772588722;2,975529566
havlickuv_brod;2,772588722;2,975529566
havlickuv_brod;3,370738174;2,980618636
havlickuv_brod;2,879198457;2,985681938
havlickuv_brod;2,879198457;2,985681938
havlickuv_brod;3,250374492;2,985681938
havlickuv_brod;3,109060959;2,985681938
havlickuv_brod;3,109060959;2,985681938
havlickuv_brod;3,481240089;2,985681938
havlickuv_brod;3,481240089;2,985681938
havlickuv_brod;3,152736022;2,985681938
havlickuv_brod;3,152736022;2,985681938
havlickuv_brod;2,797281335;2,985681938
havlickuv_brod;3,17805383;2,985681938
havlickuv_brod;3,173878459;2,985681938
havlickuv_brod;2,90690106;2,990719732
havlickuv_brod;3,063390922;2,990719732
havlickuv_brod;2,785011242;2,995732274
havlickuv_brod;2,923161581;2,995732274
havlickuv_brod;2,533696814;2,995732274
havlickuv_brod;3,039749159;2,995732274
havlickuv_brod;3,238678452;2,995732274
havlickuv_brod;2,721295428;2,995732274
havlickuv_brod;2,714694744;2,995732274
havlickuv_brod;2,815408719;2,995732274
havlickuv_brod;3,226843995;2,995732274
havlickuv_brod;3,139832618;2,995732274
havlickuv_brod;3,157000421;2,995732274
havlickuv_brod;2,370243741;2,995732274
havlickuv_brod;3,072693315;2,995732274
havlickuv_brod;2,509599262;2,995732274
havlickuv_brod;3,122364924;2,995732274
havlickuv_brod;3,122364924;2,995732274
havlickuv_brod;2,747270914;2,995732274
havlickuv_brod;3,139832618;2,995732274
havlickuv_brod;3,122364924;2,995732274
havlickuv_brod;3,230804396;2,995732274
havlickuv_brod;2,595254707;2,995732274
havlickuv_brod;4,216562195;2,995732274
havlickuv_brod;2,727852828;2,995732274
havlickuv_brod;2,2300144;2,995732274
havlickuv_brod;2,451005098;2,995732274
havlickuv_brod;2,87356464;2,995732274
havlickuv_brod;2,93385687;3,000719815
havlickuv_brod;2,949688335;3,005682604
havlickuv_brod;2,912350665;3,005682604
havlickuv_brod;2,912350665;3,005682604
havlickuv_brod;3,511545439;3,015534901
havlickuv_brod;3,349904087;3,020424886
havlickuv_brod;3,349904087;3,020424886
havlickuv_brod;2,844909384;3,020424886
havlickuv_brod;3,104586678;3,020424886
havlickuv_brod;2,833213344;3,0301337
havlickuv_brod;2,850706502;3,0301337
havlickuv_brod;2,954910279;3,0301337
havlickuv_brod;2,48490665;3,034952987
havlickuv_brod;2,48490665;3,034952987
havlickuv_brod;2,747270914;3,034952987
havlickuv_brod;2,747270914;3,034952987
havlickuv_brod;2,890371758;3,039749159
havlickuv_brod;3,025291076;3,039749159
havlickuv_brod;2,844909384;3,039749159
havlickuv_brod;2,884800713;3,044522438
havlickuv_brod;3,104586678;3,044522438
havlickuv_brod;3,104586678;3,044522438
havlickuv_brod;2,509599262;3,044522438
havlickuv_brod;2,63905733;3,044522438
havlickuv_brod;2,970414466;3,044522438
havlickuv_brod;3,086486637;3,044522438
havlickuv_brod;2,653241965;3,044522438
havlickuv_brod;2,2300144;3,044522438
havlickuv_brod;2,282382386;3,044522438
havlickuv_brod;2,827313622;3,044522438
havlickuv_brod;2,879198457;3,044522438
havlickuv_brod;2,4765384;3,044522438
havlickuv_brod;2,653241965;3,044522438
havlickuv_brod;3,109060959;3,044522438
havlickuv_brod;2,240709689;3,044522438
havlickuv_brod;2,753660712;3,044522438
havlickuv_brod;3,411147713;3,044522438
havlickuv_brod;2,990719732;3,044522438
havlickuv_brod;2,901421594;3,044522438
havlickuv_brod;2,895911938;3,044522438
havlickuv_brod;2,525728644;3,044522438
havlickuv_brod;2,797281335;3,044522438
havlickuv_brod;2,549445171;3,044522438
havlickuv_brod;2,282382386;3,044522438
havlickuv_brod;3,335769576;3,044522438
havlickuv_brod;3,246490992;3,044522438
havlickuv_brod;2,282382386;3,044522438
havlickuv_brod;2,509599262;3,044522438
havlickuv_brod;2,48490665;3,044522438
havlickuv_brod;3,407841924;3,044522438
havlickuv_brod;2,797281335;3,044522438
havlickuv_brod;2,312535424;3,044522438
havlickuv_brod;2,186051277;3,044522438
havlickuv_brod;3,139832618;3,04927304
havlickuv_brod;3,139832618;3,04927304
havlickuv_brod;2,740840024;3,04927304
havlickuv_brod;2,667228207;3,058707073
havlickuv_brod;2,844909384;3,063390922
havlickuv_brod;2,624668592;3,068052935
havlickuv_brod;2,660259537;3,072693315
havlickuv_brod;2,660259537;3,072693315
havlickuv_brod;2,990719732;3,072693315
havlickuv_brod;2,990719732;3,072693315
havlickuv_brod;2,667228207;3,072693315
havlickuv_brod;3,054001182;3,072693315
havlickuv_brod;2,867898902;3,077312261
havlickuv_brod;2,867898902;3,077312261
havlickuv_brod;2,960105096;3,086486637
havlickuv_brod;2,960105096;3,086486637
havlickuv_brod;2,772588722;3,086486637
havlickuv_brod;2,90690106;3,086486637
havlickuv_brod;3,210843653;3,091042453
havlickuv_brod;3,202746443;3,091042453
havlickuv_brod;2,341805806;3,091042453
havlickuv_brod;3,157000421;3,091042453
havlickuv_brod;2,595254707;3,091042453
havlickuv_brod;3,246490992;3,091042453
havlickuv_brod;2,533696814;3,091042453
havlickuv_brod;2,442347035;3,091042453
havlickuv_brod;2,564949357;3,091042453
havlickuv_brod;3,034952987;3,091042453
havlickuv_brod;2,415913778;3,091042453
havlickuv_brod;3,152736022;3,091042453
havlickuv_brod;3,152736022;3,091042453
havlickuv_brod;2,850706502;3,091042453
havlickuv_brod;3,186352633;3,091042453
havlickuv_brod;2,433613355;3,091042453
havlickuv_brod;2,766319109;3,091042453
havlickuv_brod;3,222867846;3,091042453
havlickuv_brod;2,63905733;3,091042453
havlickuv_brod;3,246490992;3,091042453
havlickuv_brod;3,246490992;3,091042453
havlickuv_brod;4,200204953;3,091042453
havlickuv_brod;2,753660712;3,091042453
havlickuv_brod;3,044522438;3,091042453
havlickuv_brod;2,76000994;3,091042453
havlickuv_brod;2,727852828;3,091042453
havlickuv_brod;3,374168709;3,091042453
havlickuv_brod;2,360854001;3,091042453
havlickuv_brod;2,58021683;3,091042453
havlickuv_brod;3,42751469;3,091042453
havlickuv_brod;2,4765384;3,091042453
havlickuv_brod;2,721295428;3,091042453
havlickuv_brod;2,660259537;3,104586678
havlickuv_brod;2,660259537;3,104586678
havlickuv_brod;2,766319109;3,104586678
havlickuv_brod;3,265759411;3,113515309
havlickuv_brod;2,785011242;3,113515309
havlickuv_brod;2,653241965;3,117949906
havlickuv_brod;2,653241965;3,117949906
havlickuv_brod;3,956996371;3,117949906
havlickuv_brod;2,76000994;3,122364924
havlickuv_brod;3,577947893;3,126760536
havlickuv_brod;3,068052935;3,131136911
havlickuv_brod;2,701361213;3,135494216
havlickuv_brod;2,701361213;3,135494216
havlickuv_brod;3,384390263;3,135494216
havlickuv_brod;3,449987546;3,135494216
havlickuv_brod;3,034952987;3,135494216
havlickuv_brod;3,122364924;3,135494216
havlickuv_brod;3,039749159;3,135494216
havlickuv_brod;2,653241965;3,135494216
havlickuv_brod;2,821378886;3,135494216
havlickuv_brod;2,63905733;3,135494216
havlickuv_brod;2,965273066;3,135494216
havlickuv_brod;2,965273066;3,135494216
havlickuv_brod;3,025291076;3,135494216
havlickuv_brod;3,173878459;3,135494216
havlickuv_brod;2,587764035;3,135494216
havlickuv_brod;3,020424886;3,135494216
havlickuv_brod;2,890371758;3,135494216
havlickuv_brod;2,917770732;3,135494216
havlickuv_brod;2,557227311;3,135494216
havlickuv_brod;3,261935314;3,135494216
havlickuv_brod;2,388762789;3,135494216
havlickuv_brod;3,015534901;3,135494216
havlickuv_brod;3,269568939;3,135494216
havlickuv_brod;3,126760536;3,135494216
havlickuv_brod;2,332143895;3,135494216
havlickuv_brod;2,856470206;3,135494216
havlickuv_brod;2,251291799;3,135494216
havlickuv_brod;1,945910149;3,135494216
havlickuv_brod;3,020424886;3,135494216
havlickuv_brod;2,667228207;3,135494216
havlickuv_brod;3,284663565;3,135494216
havlickuv_brod;2,433613355;3,135494216
havlickuv_brod;3,27336401;3,135494216
havlickuv_brod;2,424802726;3,135494216
havlickuv_brod;3,676300672;3,135494216
havlickuv_brod;3,433987204;3,135494216
havlickuv_brod;2,890371758;3,135494216
havlickuv_brod;3,523415014;3,144152279
havlickuv_brod;3,523415014;3,144152279
