NAZEV;Pb;Zn
praha-vychod;2,995732274;2,701361213
praha-vychod;2,517696473;2,708050201
praha-vychod;2,975529566;2,708050201
praha-vychod;2,970414466;2,714694744
praha-vychod;3,005682604;2,714694744
praha-vychod;3,005682604;2,714694744
praha-vychod;2,862200881;2,714694744
praha-vychod;2,862200881;2,714694744
praha-vychod;2,533696814;2,721295428
praha-vychod;2,923161581;2,721295428
praha-vychod;2,923161581;2,721295428
praha-vychod;2,624668592;2,721295428
praha-vychod;2,928523524;2,727852828
praha-vychod;2,468099531;2,727852828
praha-vychod;2,791165108;2,727852828
praha-vychod;2,821378886;2,727852828
praha-vychod;2,778819272;2,727852828
praha-vychod;2,839078464;2,727852828
praha-vychod;2,406945108;2,734367509
praha-vychod;2,549445171;2,734367509
praha-vychod;3,005682604;2,734367509
praha-vychod;2,406945108;2,734367509
praha-vychod;2,939161922;2,734367509
praha-vychod;2,939161922;2,734367509
praha-vychod;2,660259537;2,734367509
praha-vychod;2,660259537;2,734367509
praha-vychod;2,821378886;2,740840024
praha-vychod;2,87356464;2,740840024
praha-vychod;2,708050201;2,740840024
praha-vychod;2,708050201;2,740840024
praha-vychod;2,821378886;2,740840024
praha-vychod;2,895911938;2,740840024
praha-vychod;2,895911938;2,740840024
praha-vychod;3,109060959;2,742773637
praha-vychod;2,727852828;2,747270914
praha-vychod;2,388762789;2,747270914
praha-vychod;3,039749159;2,747270914
praha-vychod;4,065602093;2,747270914
praha-vychod;4,065602093;2,747270914
praha-vychod;2,681021529;2,753660712
praha-vychod;2,959068289;2,758743315
praha-vychod;2,312535424;2,76000994
praha-vychod;2,312535424;2,76000994
praha-vychod;3,173878459;2,76000994
praha-vychod;2,833213344;2,76000994
praha-vychod;2,833213344;2,76000994
praha-vychod;2,694627181;2,766319109
praha-vychod;2,587764035;2,766319109
praha-vychod;2,917770732;2,766319109
praha-vychod;2,63905733;2,772588722
praha-vychod;2,667228207;2,772588722
praha-vychod;2,667228207;2,772588722
praha-vychod;2,701361213;2,778819272
praha-vychod;2,917770732;2,778819272
praha-vychod;2,493205453;2,778819272
praha-vychod;3,086486637;2,779440197
praha-vychod;2,747270914;2,785011242
praha-vychod;3,09421922;2,785011242
praha-vychod;2,451005098;2,785011242
praha-vychod;2,985681938;2,785011242
praha-vychod;3,034952987;2,785011242
praha-vychod;3,034952987;2,785011242
praha-vychod;2,778819272;2,785011242
praha-vychod;2,517696473;2,791165108
praha-vychod;2,341805806;2,791165108
praha-vychod;2,694627181;2,791165108
praha-vychod;2,646174797;2,797281335
praha-vychod;2,797281335;2,797281335
praha-vychod;2,895911938;2,797281335
praha-vychod;3,020424886;2,797281335
praha-vychod;2,174751721;2,803360381
praha-vychod;2,360854001;2,803360381
praha-vychod;2,564949357;2,803360381
praha-vychod;2,587764035;2,803360381
praha-vychod;3,113515309;2,809402695
praha-vychod;2,541601993;2,809402695
praha-vychod;2,803360381;2,809402695
praha-vychod;2,995732274;2,809402695
praha-vychod;2,995732274;2,809402695
praha-vychod;2,970414466;2,809402695
praha-vychod;2,970414466;2,809402695
praha-vychod;2,949688335;2,809402695
praha-vychod;2,949688335;2,809402695
praha-vychod;2,694627181;2,815408719
praha-vychod;2,778819272;2,815408719
praha-vychod;2,778819272;2,815408719
praha-vychod;2,740840024;2,815408719
praha-vychod;2,740840024;2,815408719
praha-vychod;2,954910279;2,821378886
praha-vychod;2,939161922;2,821378886
praha-vychod;2,939161922;2,821378886
praha-vychod;2,827313622;2,821378886
praha-vychod;2,827313622;2,821378886
praha-vychod;2,797281335;2,827313622
praha-vychod;2,667228207;2,839078464
praha-vychod;2,912350665;2,839078464
praha-vychod;2,708050201;2,839078464
praha-vychod;2,809402695;2,844909384
praha-vychod;2,48490665;2,844909384
praha-vychod;2,928523524;2,844909384
praha-vychod;2,928523524;2,844909384
praha-vychod;2,862200881;2,850706502
praha-vychod;2,90690106;2,850706502
praha-vychod;2,701361213;2,850706502
praha-vychod;2,844909384;2,850706502
praha-vychod;2,844909384;2,850706502
praha-vychod;3,039749159;2,862200881
praha-vychod;2,708050201;2,867898902
praha-vychod;2,753660712;2,867898902
praha-vychod;2,965273066;2,867898902
praha-vychod;2,965273066;2,867898902
praha-vychod;2,727852828;2,87356464
praha-vychod;2,653241965;2,884800713
praha-vychod;3,210843653;2,884800713
praha-vychod;3,210843653;2,884800713
praha-vychod;2,687847494;2,890371758
praha-vychod;2,646174797;2,890371758
praha-vychod;2,646174797;2,895911938
praha-vychod;2,850706502;2,895911938
praha-vychod;2,901421594;2,895911938
praha-vychod;2,653241965;2,901421594
praha-vychod;2,740840024;2,901421594
praha-vychod;2,397895273;2,901421594
praha-vychod;3,057297629;2,905807566
praha-vychod;2,509599262;2,90690106
praha-vychod;3,08190997;2,908539062
praha-vychod;3,060583246;2,916689066
praha-vychod;2,674148649;2,917770732
praha-vychod;2,681021529;2,917770732
praha-vychod;2,949688335;2,917770732
praha-vychod;3,077312261;2,923161581
praha-vychod;3,077312261;2,923161581
praha-vychod;2,610069793;2,93385687
praha-vychod;3,161246712;2,93385687
praha-vychod;2,791165108;2,939161922
praha-vychod;2,890371758;2,939161922
praha-vychod;3,000719815;2,939161922
praha-vychod;2,939161922;2,939161922
praha-vychod;2,990719732;2,939161922
praha-vychod;2,493205453;2,939161922
praha-vychod;2,965273066;2,939161922
praha-vychod;2,985681938;2,939161922
praha-vychod;3,226843995;2,944438979
praha-vychod;2,48490665;2,954910279
praha-vychod;2,803360381;2,960105096
praha-vychod;3,374168709;2,960105096
praha-vychod;2,740840024;2,965273066
praha-vychod;2,985681938;2,965273066
praha-vychod;2,912350665;2,970414466
praha-vychod;2,667228207;2,971951745
praha-vychod;2,360854001;2,975529566
praha-vychod;2,856470206;2,975529566
praha-vychod;2,687847494;2,985681938
praha-vychod;2,844909384;2,985681938
praha-vychod;2,803360381;2,985681938
praha-vychod;2,721295428;2,985681938
praha-vychod;2,862200881;2,985681938
praha-vychod;3,148453361;2,985681938
praha-vychod;3,148453361;2,985681938
praha-vychod;3,016514813;2,989714201
praha-vychod;2,791165108;2,990719732
praha-vychod;3,034952987;2,990719732
praha-vychod;2,509599262;2,995732274
praha-vychod;2,734367509;2,995732274
praha-vychod;3,095577609;3,000719815
praha-vychod;3,095577609;3,000719815
praha-vychod;3,234749174;3,005187432
praha-vychod;2,525728644;3,005682604
praha-vychod;2,815408719;3,005682604
praha-vychod;2,815408719;3,005682604
praha-vychod;2,947591898;3,006672214
praha-vychod;2,63188884;3,010620886
praha-vychod;2,721295428;3,015534901
praha-vychod;3,161246712;3,015534901
praha-vychod;2,990719732;3,020424886
praha-vychod;2,827313622;3,020424886
praha-vychod;2,415913778;3,020424886
praha-vychod;2,753660712;3,025291076
praha-vychod;2,753660712;3,025291076
praha-vychod;3,104586678;3,025291076
praha-vychod;3,104586678;3,025291076
praha-vychod;2,833213344;3,0301337
praha-vychod;2,975529566;3,0301337
praha-vychod;3,077312261;3,0301337
praha-vychod;2,721295428;3,039749159
praha-vychod;2,721295428;3,039749159
praha-vychod;3,210843653;3,044522438
praha-vychod;2,617395833;3,04927304
praha-vychod;2,815408719;3,04927304
praha-vychod;2,815408719;3,04927304
praha-vychod;3,437207819;3,04927304
praha-vychod;2,714694744;3,054001182
praha-vychod;2,912350665;3,054001182
praha-vychod;2,928523524;3,054001182
praha-vychod;2,954910279;3,054001182
praha-vychod;2,856470206;3,058707073
praha-vychod;2,219203484;3,058707073
praha-vychod;2,980618636;3,058707073
praha-vychod;2,821378886;3,063390922
praha-vychod;3,242592351;3,068052935
praha-vychod;3,242592351;3,068052935
praha-vychod;2,949688335;3,072693315
praha-vychod;2,923161581;3,08190997
praha-vychod;3,234749174;3,08190997
praha-vychod;3,234749174;3,08190997
praha-vychod;2,351375257;3,100092289
praha-vychod;3,288401888;3,100092289
praha-vychod;2,734367509;3,109060959
praha-vychod;2,965273066;3,109060959
praha-vychod;2,965273066;3,109060959
praha-vychod;3,086486637;3,113515309
praha-vychod;3,086486637;3,113515309
praha-vychod;2,803360381;3,131136911
praha-vychod;2,985681938;3,131136911
praha-vychod;2,985681938;3,131136911
praha-vychod;3,231199575;3,133317937
praha-vychod;2,990719732;3,135494216
praha-vychod;2,990719732;3,135494216
praha-vychod;3,169685581;3,148453361
praha-vychod;2,785011242;3,169685581
praha-vychod;2,442347035;3,169685581
praha-vychod;2,980618636;3,173878459
praha-vychod;2,980618636;3,173878459
praha-vychod;3,242592351;3,200304439
praha-vychod;2,753660712;3,202746443
praha-vychod;3,295836866;3,206803244
praha-vychod;3,295836866;3,206803244
praha-vychod;2,939161922;3,206803244
praha-vychod;2,660259537;3,222867846
praha-vychod;3,310543013;3,222867846
praha-vychod;3,310543013;3,222867846
praha-vychod;2,747270914;3,226843995
praha-vychod;3,072693315;3,234749174
praha-vychod;3,144152279;3,238678452
praha-vychod;2,944438979;3,238678452
praha-vychod;2,815408719;3,242592351
praha-vychod;3,157000421;3,246490992
praha-vychod;2,388762789;3,277144733
praha-vychod;3,317815773;3,277144733
praha-vychod;2,87356464;3,306886702
praha-vychod;3,039749159;3,310543013
praha-vychod;2,833213344;3,314186005
praha-vychod;3,269568939;3,342508385
praha-vychod;3,481240089;3,349904087
praha-vychod;3,481240089;3,349904087
praha-vychod;3,148453361;3,353406718
praha-vychod;3,148453361;3,353406718
praha-vychod;2,624668592;3,360375387
praha-vychod;3,523415014;3,360375387
praha-vychod;3,47506723;3,36729583
praha-vychod;3,42751469;3,378269877
praha-vychod;3,310543013;3,392829132
praha-vychod;3,437207819;3,401197382
praha-vychod;2,975529566;3,404525172
praha-vychod;2,975529566;3,404525172
praha-vychod;2,912350665;3,411147713
praha-vychod;2,912350665;3,411147713
praha-vychod;2,646174797;3,45946629
praha-vychod;3,044046134;3,531640678
praha-vychod;2,667228207;3,532225644
praha-vychod;3,072693315;3,555633735
praha-vychod;3,0301337;3,608211551
praha-vychod;3,08190997;3,790984677
praha-vychod;2,674148649;3,931825633
praha-vychod;2,747270914;3,947390149
praha-vychod;2,965273066;4,003690194
praha-vychod;3,288401888;4,039536326
praha-vychod;3,288401888;4,039536326
praha-vychod;3,242592351;4,166665224
praha-vychod;3,242592351;4,166665224
praha-vychod;3,086486637;4,280824129
praha-vychod;3,254242969;4,379523504
praha-vychod;3,47506723;4,414009681
praha-zapad;2,701361213;2,360854001
praha-zapad;2,701361213;2,360854001
praha-zapad;2,674148649;2,397895273
praha-zapad;2,721295428;2,406945108
praha-zapad;2,721295428;2,406945108
praha-zapad;2,370243741;2,406945108
praha-zapad;2,397895273;2,433613355
praha-zapad;2,803360381;2,459588842
praha-zapad;2,803360381;2,459588842
praha-zapad;2,667228207;2,473171394
praha-zapad;2,747270914;2,494031558
praha-zapad;2,791165108;2,515274186
praha-zapad;2,87356464;2,517696473
praha-zapad;2,87356464;2,517696473
praha-zapad;2,701361213;2,517696473
praha-zapad;2,557227311;2,517696473
praha-zapad;2,442347035;2,525728644
praha-zapad;2,727852828;2,533696814
praha-zapad;2,451005098;2,541601993
praha-zapad;2,772588722;2,541601993
praha-zapad;2,63188884;2,541601993
praha-zapad;2,549445171;2,549445171
praha-zapad;2,468099531;2,557227311
praha-zapad;2,687847494;2,564949357
praha-zapad;2,687847494;2,564949357
praha-zapad;2,602689685;2,564949357
praha-zapad;2,459588842;2,564949357
praha-zapad;2,501435952;2,57261223
praha-zapad;2,433613355;2,58021683
praha-zapad;2,459588842;2,58021683
praha-zapad;2,566486637;2,583242551
praha-zapad;2,766319109;2,587764035
praha-zapad;2,602689685;2,587764035
praha-zapad;2,602689685;2,587764035
praha-zapad;2,890371758;2,60194867
praha-zapad;2,747270914;2,610069793
praha-zapad;2,740840024;2,610069793
praha-zapad;2,493205453;2,610069793
praha-zapad;2,867898902;2,617395833
praha-zapad;2,727852828;2,618125494
praha-zapad;2,555675721;2,620311287
praha-zapad;2,803360381;2,622492313
praha-zapad;3,27336401;2,624668592
praha-zapad;2,815408719;2,624668592
praha-zapad;2,714694744;2,624668592
praha-zapad;2,721295428;2,63188884
praha-zapad;2,415913778;2,63905733
praha-zapad;2,980618636;2,63905733
praha-zapad;3,173878459;2,63905733
praha-zapad;3,173878459;2,63905733
praha-zapad;2,687847494;2,646174797
praha-zapad;2,890371758;2,646174797
praha-zapad;2,850706502;2,653241965
praha-zapad;2,912350665;2,653241965
praha-zapad;2,610069793;2,653241965
praha-zapad;2,58021683;2,660259537
praha-zapad;2,839078464;2,660259537
praha-zapad;2,557227311;2,660259537
praha-zapad;2,912350665;2,664446564
praha-zapad;2,867898902;2,667228207
praha-zapad;2,867898902;2,667228207
praha-zapad;2,856470206;2,667228207
praha-zapad;3,010620886;2,667228207
praha-zapad;2,451005098;2,674148649
praha-zapad;2,687847494;2,681021529
praha-zapad;2,525728644;2,681021529
praha-zapad;2,721295428;2,681021529
praha-zapad;2,57261223;2,681021529
praha-zapad;2,87356464;2,687847494
praha-zapad;2,517696473;2,687847494
praha-zapad;2,772588722;2,694627181
praha-zapad;2,772588722;2,694627181
praha-zapad;2,76000994;2,694627181
praha-zapad;2,815408719;2,69597762
praha-zapad;2,809402695;2,701361213
praha-zapad;2,734367509;2,701361213
praha-zapad;2,734367509;2,701361213
praha-zapad;2,63188884;2,708050201
praha-zapad;2,63188884;2,708050201
praha-zapad;3,370738174;2,708050201
praha-zapad;2,701361213;2,714694744
praha-zapad;2,917770732;2,719319793
praha-zapad;2,740840024;2,719978772
praha-zapad;2,884800713;2,727852828
praha-zapad;2,990719732;2,727852828
praha-zapad;2,785011242;2,734367509
praha-zapad;2,785011242;2,734367509
praha-zapad;2,57261223;2,740840024
praha-zapad;2,747270914;2,747270914
praha-zapad;2,442347035;2,747270914
praha-zapad;2,557227311;2,747270914
praha-zapad;3,161246712;2,747270914
praha-zapad;3,161246712;2,747270914
praha-zapad;2,791165108;2,753660712
praha-zapad;2,397895273;2,753660712
praha-zapad;3,18221184;2,759376828
praha-zapad;2,721295428;2,76000994
praha-zapad;2,617395833;2,766319109
praha-zapad;2,815408719;2,766319109
praha-zapad;2,90690106;2,766319109
praha-zapad;2,533696814;2,766319109
praha-zapad;2,610069793;2,772588722
praha-zapad;2,791165108;2,778819272
praha-zapad;2,63905733;2,778819272
praha-zapad;2,433613355;2,778819272
praha-zapad;2,827313622;2,779440197
praha-zapad;2,809402695;2,785011242
praha-zapad;2,312535424;2,785011242
praha-zapad;2,660259537;2,785011242
praha-zapad;2,821378886;2,785011242
praha-zapad;2,525728644;2,791165108
praha-zapad;3,000719815;2,793616089
praha-zapad;3,068052935;2,797281335
praha-zapad;2,646174797;2,797281335
praha-zapad;2,766319109;2,797281335
praha-zapad;2,821378886;2,809402695
praha-zapad;2,727852828;2,809402695
praha-zapad;2,332143895;2,809402695
praha-zapad;2,360854001;2,809402695
praha-zapad;2,87356464;2,812410216
praha-zapad;2,525728644;2,815408719
praha-zapad;2,785011242;2,815408719
praha-zapad;3,039749159;2,821378886
praha-zapad;2,433613355;2,821378886
praha-zapad;2,674148649;2,826721731
praha-zapad;2,785011242;2,827313622
praha-zapad;2,93385687;2,833213344
praha-zapad;2,985681938;2,839078464
praha-zapad;2,949688335;2,839078464
praha-zapad;2,617395833;2,850706502
praha-zapad;2,674148649;2,853015971
praha-zapad;2,815408719;2,856470206
praha-zapad;2,451005098;2,862200881
praha-zapad;2,727852828;2,862200881
praha-zapad;2,624668592;2,867898902
praha-zapad;3,058707073;2,867898902
praha-zapad;3,058707073;2,867898902
praha-zapad;2,442347035;2,867898902
praha-zapad;2,923161581;2,869601996
praha-zapad;2,809402695;2,871302195
praha-zapad;3,113515309;2,87356464
praha-zapad;2,791165108;2,87356464
praha-zapad;2,753660712;2,87356464
praha-zapad;2,87356464;2,87356464
praha-zapad;2,42568729;2,87807423
praha-zapad;2,687847494;2,883123329
praha-zapad;2,90690106;2,890371758
praha-zapad;2,766319109;2,890371758
praha-zapad;2,63188884;2,895911938
praha-zapad;2,839078464;2,895911938
praha-zapad;2,734367509;2,90690106
praha-zapad;2,533696814;2,90690106
praha-zapad;3,039749159;2,90690106
praha-zapad;3,0301337;2,912350665
praha-zapad;2,63188884;2,912350665
praha-zapad;2,660259537;2,917770732
praha-zapad;3,139832618;2,917770732
praha-zapad;2,90690106;2,923161581
praha-zapad;2,442347035;2,928523524
praha-zapad;2,821378886;2,93385687
praha-zapad;2,821378886;2,93385687
praha-zapad;3,063390922;2,93385687
praha-zapad;2,785011242;2,93385687
praha-zapad;2,93385687;2,93385687
praha-zapad;3,025291076;2,93385687
praha-zapad;2,975529566;2,93385687
praha-zapad;2,624668592;2,939161922
praha-zapad;3,034952987;2,940219564
praha-zapad;2,58021683;2,944438979
praha-zapad;2,734367509;2,944438979
praha-zapad;2,856470206;2,944438979
praha-zapad;2,960105096;2,949688335
praha-zapad;2,844909384;2,949688335
praha-zapad;2,753660712;2,949688335
praha-zapad;3,015534901;2,954910279
praha-zapad;2,778819272;2,954910279
praha-zapad;2,833213344;2,960105096
praha-zapad;2,93385687;2,960105096
praha-zapad;2,93385687;2,960105096
praha-zapad;3,234749174;2,960105096
praha-zapad;2,58021683;2,965273066
praha-zapad;2,701361213;2,970414466
praha-zapad;2,701361213;2,970414466
praha-zapad;2,415913778;2,970414466
praha-zapad;2,815408719;2,970414466
praha-zapad;2,701361213;2,975529566
praha-zapad;2,360854001;2,975529566
praha-zapad;2,862200881;2,975529566
praha-zapad;2,901421594;2,980618636
praha-zapad;3,122364924;2,980618636
praha-zapad;2,557227311;2,980618636
praha-zapad;2,708050201;2,980618636
praha-zapad;2,660259537;2,985681938
praha-zapad;2,624668592;2,985681938
praha-zapad;2,646174797;2,985681938
praha-zapad;2,646174797;2,990719732
praha-zapad;2,653241965;2,990719732
praha-zapad;2,879198457;2,995732274
praha-zapad;2,468099531;2,995732274
praha-zapad;2,564949357;3,000719815
praha-zapad;3,058707073;3,005682604
praha-zapad;2,714694744;3,005682604
praha-zapad;3,261935314;3,005682604
praha-zapad;2,63188884;3,005682604
praha-zapad;2,985681938;3,010620886
praha-zapad;3,025291076;3,010620886
praha-zapad;3,394508394;3,020424886
praha-zapad;2,923161581;3,020424886
praha-zapad;2,862200881;3,020424886
praha-zapad;2,721295428;3,034952987
praha-zapad;2,63905733;3,034952987
praha-zapad;2,867898902;3,039749159
praha-zapad;2,995732274;3,039749159
praha-zapad;3,139832618;3,039749159
praha-zapad;2,753660712;3,039749159
praha-zapad;2,90690106;3,044522438
praha-zapad;2,681021529;3,044522438
praha-zapad;2,653241965;3,04927304
praha-zapad;2,827313622;3,04927304
praha-zapad;2,965273066;3,054001182
praha-zapad;2,965273066;3,054001182
praha-zapad;2,856470206;3,058707073
praha-zapad;2,63188884;3,063390922
praha-zapad;2,970414466;3,063390922
praha-zapad;2,727852828;3,068052935
praha-zapad;2,379546134;3,068052935
praha-zapad;2,595254707;3,068052935
praha-zapad;2,93385687;3,068052935
praha-zapad;2,985681938;3,072693315
praha-zapad;2,674148649;3,077312261
praha-zapad;2,949688335;3,077312261
praha-zapad;2,747270914;3,077312261
praha-zapad;2,602689685;3,08190997
praha-zapad;2,58021683;3,08190997
praha-zapad;2,827313622;3,08190997
praha-zapad;2,681021529;3,086486637
praha-zapad;3,122364924;3,086486637
praha-zapad;3,642835516;3,091042453
praha-zapad;2,895911938;3,091042453
praha-zapad;2,985681938;3,095577609
praha-zapad;2,815408719;3,095577609
praha-zapad;2,442347035;3,100092289
praha-zapad;3,325036021;3,100092289
praha-zapad;3,325036021;3,100092289
praha-zapad;2,890371758;3,104586678
praha-zapad;3,091042453;3,109060959
praha-zapad;2,766319109;3,109060959
praha-zapad;2,815408719;3,109060959
praha-zapad;2,839078464;3,109060959
praha-zapad;2,844909384;3,113515309
praha-zapad;2,766319109;3,113515309
praha-zapad;2,93385687;3,113515309
praha-zapad;3,577947893;3,113515309
praha-zapad;2,980618636;3,117949906
praha-zapad;3,157000421;3,122364924
praha-zapad;2,895911938;3,122364924
praha-zapad;2,93385687;3,131136911
praha-zapad;2,721295428;3,139832618
praha-zapad;3,165475048;3,139832618
praha-zapad;3,555348061;3,139832618
praha-zapad;3,321432413;3,144152279
praha-zapad;2,827313622;3,152736022
praha-zapad;2,985681938;3,153163282
praha-zapad;2,63188884;3,157000421
praha-zapad;2,694627181;3,165475048
praha-zapad;2,821378886;3,17805383
praha-zapad;2,58021683;3,17805383
praha-zapad;3,054001182;3,18221184
praha-zapad;2,995732274;3,18221184
praha-zapad;3,044522438;3,18221184
praha-zapad;2,867898902;3,186352633
praha-zapad;2,778819272;3,19047635
praha-zapad;3,08190997;3,19047635
praha-zapad;3,288401888;3,194583132
praha-zapad;2,803360381;3,202746443
praha-zapad;3,100092289;3,206803244
praha-zapad;2,901421594;3,213662258
praha-zapad;2,895911938;3,218875825
praha-zapad;3,034952987;3,242592351
praha-zapad;3,025291076;3,242592351
praha-zapad;2,975529566;3,258096538
praha-zapad;2,772588722;3,277144733
praha-zapad;2,674148649;3,277144733
praha-zapad;2,93385687;3,277144733
praha-zapad;2,48490665;3,280911216
praha-zapad;2,772588722;3,288401888
praha-zapad;3,104586678;3,292126287
praha-zapad;3,005682604;3,292126287
praha-zapad;2,867898902;3,292126287
praha-zapad;3,165475048;3,303216973
praha-zapad;3,054001182;3,306886702
praha-zapad;2,960105096;3,310543013
praha-zapad;2,960105096;3,310543013
praha-zapad;2,587764035;3,310543013
praha-zapad;2,681021529;3,310543013
praha-zapad;2,90690106;3,314186005
praha-zapad;3,5085559;3,321432413
praha-zapad;2,990719732;3,328626689
praha-zapad;2,879198457;3,356897123
praha-zapad;2,87356464;3,36729583
praha-zapad;3,144152279;3,384390263
praha-zapad;2,681021529;3,391147046
praha-zapad;3,039749159;3,401197382
praha-zapad;2,960105096;3,407841924
praha-zapad;3,144152279;3,417726684
praha-zapad;3,063390922;3,449987546
praha-zapad;3,122364924;3,453157121
praha-zapad;3,749504076;3,46260601
praha-zapad;3,058707073;3,465735903
praha-zapad;3,288401888;3,46885603
praha-zapad;3,068052935;3,471966453
praha-zapad;3,356897123;3,511545439
praha-zapad;3,005682604;3,511545439
praha-zapad;2,778819272;3,546739687
praha-zapad;2,617395833;3,583518938
praha-zapad;3,33220451;3,610917913
praha-zapad;3,157000421;3,618993327
praha-zapad;3,269568939;3,666122467
praha-zapad;3,380994674;3,698829785
praha-zapad;2,93385687;3,730501129
praha-zapad;3,277144733;3,889777396
praha-zapad;3,440418095;3,893859035
praha-zapad;3,377587516;3,918005077
praha-zapad;2,862200881;3,96081317
prachatice;2,388762789;2,208274414
prachatice;2,4765384;2,208274414
prachatice;2,493205453;2,261763098
prachatice;1,931521412;2,292534757
prachatice;2,332143895;2,341805806
prachatice;2,525728644;2,351375257
prachatice;2,379546134;2,370243741
prachatice;1,987874348;2,370243741
prachatice;2,091864062;2,433613355
prachatice;4,032469159;2,442347035
prachatice;2,282382386;2,468099531
prachatice;1,648658626;2,493205453
prachatice;2,674148649;2,501435952
prachatice;2,351375257;2,509599262
prachatice;2,433613355;2,541601993
prachatice;2,557227311;2,549445171
prachatice;1,740466175;2,549445171
prachatice;3,246490992;2,564949357
prachatice;2,740840024;2,58021683
prachatice;2,533696814;2,58021683
prachatice;2,332143895;2,587764035
prachatice;3,608211551;2,595254707
prachatice;2,302585093;2,602689685
prachatice;2,186051277;2,617395833
prachatice;2,054123734;2,617395833
prachatice;2,646174797;2,617395833
prachatice;2,312535424;2,617395833
prachatice;2,174751721;2,617395833
prachatice;2,197224577;2,63188884
prachatice;2,261763098;2,646174797
prachatice;2,674148649;2,646174797
prachatice;2,028148247;2,653241965
prachatice;3,549617387;2,660259537
prachatice;2,174751721;2,660259537
prachatice;1,85629799;2,667228207
prachatice;2,533696814;2,667228207
prachatice;2,104134154;2,674148649
prachatice;1,791759469;2,681021529
prachatice;2,451005098;2,681021529
prachatice;2,4765384;2,687847494
prachatice;2,208274414;2,694627181
prachatice;3,60004824;2,701361213
prachatice;2,261763098;2,701361213
prachatice;2,163323026;2,714694744
prachatice;2,282382386;2,721295428
prachatice;2,549445171;2,721295428
prachatice;2,646174797;2,734367509
prachatice;2,282382386;2,734367509
prachatice;2,116255515;2,734367509
prachatice;2,433613355;2,734367509
prachatice;2,341805806;2,740840024
prachatice;2,451005098;2,740840024
prachatice;2,397895273;2,747270914
prachatice;2,140066163;2,747270914
prachatice;2,501435952;2,747270914
prachatice;2,424802726;2,747270914
prachatice;1,987874348;2,753660712
prachatice;1,840549633;2,753660712
prachatice;3,058707073;2,772588722
prachatice;2,424802726;2,785011242
prachatice;1,887069649;2,785011242
prachatice;2,397895273;2,785011242
prachatice;2,370243741;2,797281335
prachatice;1,916922612;2,797281335
prachatice;2,58021683;2,797281335
prachatice;3,169685581;2,803360381
prachatice;2,509599262;2,803360381
prachatice;2,370243741;2,803360381
prachatice;2,370243741;2,803360381
prachatice;2,844909384;2,809402695
prachatice;2,517696473;2,809402695
prachatice;2,151762203;2,809402695
prachatice;2,079441542;2,815408719
prachatice;2,272125886;2,821378886
prachatice;2,292534757;2,827313622
prachatice;3,858622229;2,827313622
prachatice;2,610069793;2,833213344
prachatice;2,753660712;2,833213344
prachatice;2,140066163;2,839078464
prachatice;2,721295428;2,844909384
prachatice;2,459588842;2,844909384
prachatice;2,509599262;2,850706502
prachatice;2,451005098;2,850706502
prachatice;3,258096538;2,856470206
prachatice;2,451005098;2,856470206
prachatice;2,970414466;2,856470206
prachatice;2,104134154;2,867898902
prachatice;2,041220329;2,867898902
prachatice;2,509599262;2,87356464
prachatice;1,808288771;2,87356464
prachatice;2,610069793;2,87356464
prachatice;3,113515309;2,879198457
prachatice;2,740840024;2,879198457
prachatice;2,541601993;2,879198457
prachatice;2,917770732;2,890371758
prachatice;2,708050201;2,895911938
prachatice;1,960094784;2,895911938
prachatice;2,442347035;2,895911938
prachatice;2,292534757;2,895911938
prachatice;2,833213344;2,895911938
prachatice;2,208274414;2,901421594
prachatice;2,292534757;2,901421594
prachatice;2,116255515;2,90690106
prachatice;2,525728644;2,90690106
prachatice;2,2300144;2,912350665
prachatice;1,945910149;2,912350665
prachatice;2,208274414;2,912350665
prachatice;2,140066163;2,917770732
prachatice;3,202746443;2,923161581
prachatice;2,091864062;2,928523524
prachatice;2,397895273;2,928523524
prachatice;2,174751721;2,928523524
prachatice;2,014903021;2,928523524
prachatice;2,041220329;2,93385687
prachatice;2,501435952;2,939161922
prachatice;3,113515309;2,939161922
prachatice;2,468099531;2,939161922
prachatice;2,525728644;2,949688335
prachatice;2,602689685;2,949688335
prachatice;2,827313622;2,954910279
prachatice;2,63188884;2,960105096
prachatice;2,406945108;2,960105096
prachatice;2,862200881;2,960105096
prachatice;2,890371758;2,965273066
prachatice;2,219203484;2,965273066
prachatice;2,442347035;2,965273066
prachatice;2,939161922;2,965273066
prachatice;2,844909384;2,970414466
prachatice;2,332143895;2,970414466
prachatice;2,468099531;2,970414466
prachatice;2,844909384;2,970414466
prachatice;2,890371758;2,975529566
prachatice;2,341805806;2,975529566
prachatice;2,451005098;2,980618636
prachatice;2,721295428;2,990719732
prachatice;2,57261223;2,990719732
prachatice;2,415913778;2,990719732
prachatice;3,19047635;3,000719815
prachatice;3,109060959;3,005682604
prachatice;2,2300144;3,010620886
prachatice;2,451005098;3,010620886
prachatice;2,468099531;3,010620886
prachatice;2,541601993;3,010620886
prachatice;2,549445171;3,015534901
prachatice;2,667228207;3,020424886
prachatice;2,509599262;3,020424886
prachatice;2,939161922;3,020424886
prachatice;2,493205453;3,0301337
prachatice;2,493205453;3,0301337
prachatice;2,261763098;3,039749159
prachatice;2,694627181;3,039749159
prachatice;2,525728644;3,039749159
prachatice;2,525728644;3,039749159
prachatice;3,321432413;3,044522438
prachatice;2,93385687;3,04927304
